question,answer
Can you how to reserve plz please?,You can reserve online or call us to book a table.
"Hello, which pizzas please asap?","We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you pizza options kindly please?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, online payment?","We accept cash, card, and online wallets."
Can you play area?,"Yes, we have a kids menu and high chairs available."
modify order asap?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you accessible seating.,Wheelchair access is available; let us know if you need assistance.
"Hi, pizza options plz asap?","We have Chicken Tikka, Fajita, and Cheese Pizza."
Hey event catering — thanks.,"Yes, we provide catering—contact sales for a quote."
Could you specials?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, what's on the menu — thanks.","We offer pizza, burgers, pasta, BBQ, and desserts."
"Hello, online payment pls — thanks.","We accept cash, card, and online wallets."
"Hello, discount please?",We run seasonal discounts; check our website for current offers.
Hey do you cater?,"Yes, we provide catering—contact sales for a quote."
"Hi, open hours please?",We are open from 11 AM to 12 AM daily.
"Please, contact info.",Our phone number is 0300-1234567 and we are in the main city center.
Can you location kahan.,Our phone number is 0300-1234567 and we are in the main city center.
Could you reserve table?,You can reserve online or call us to book a table.
Can you modify order location batao please?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Hi, ramps?",Wheelchair access is available; let us know if you need assistance.
Hey event catering?,"Yes, we provide catering—contact sales for a quote."
Could you closing time plz — thanks.,We are open from 11 AM to 12 AM daily.
Hey operating hours kaha — thanks.,We are open from 11 AM to 12 AM daily.
Can you catering services please?,"Yes, we provide catering—contact sales for a quote."
Could you catering services now?,"Yes, we provide catering—contact sales for a quote."
Could you ramps asap?,Wheelchair access is available; let us know if you need assistance.
"Please, delivery time please?","Yes, we offer home delivery in the local area."
"Hello, catering services?","Yes, we provide catering—contact sales for a quote."
"Hello, parking available asap?",There is parking available nearby.
Could you coupon?,We run seasonal discounts; check our website for current offers.
"Please, pizza options now?","We have Chicken Tikka, Fajita, and Cheese Pizza."
"Please, event catering please — thanks.","Yes, we provide catering—contact sales for a quote."
"Hello, how to cancel.","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
"Please, gluten free.",We have vegetarian and gluten-free options on request.
"Hello, is parking there asap?",There is parking available nearby.
Can you payment methods now?,"We accept cash, card, and online wallets."
Can you pizza flavours — thanks.,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Could you play area asap?,"Yes, we have a kids menu and high chairs available."
"Hello, book a table please?",You can reserve online or call us to book a table.
menu items?,"We offer pizza, burgers, pasta, BBQ, and desserts."
menu today?,"We offer pizza, burgers, pasta, BBQ, and desserts."
"Hi, is parking there?",There is parking available nearby.
"Please, do you deliver location batao — thanks.","Yes, we offer home delivery in the local area."
"Hi, do you cater please?","Yes, we provide catering—contact sales for a quote."
home delivery now?,"Yes, we offer home delivery in the local area."
"Hi, play area now?","Yes, we have a kids menu and high chairs available."
"Hello, how to reserve now?",You can reserve online or call us to book a table.
Hey discount please?,We run seasonal discounts; check our website for current offers.
"Hi, home delivery please?","Yes, we offer home delivery in the local area."
Can you modify order plz now?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Can you coupon kahan — thanks.,We run seasonal discounts; check our website for current offers.
"Please, book a table?",You can reserve online or call us to book a table.
book a table?,You can reserve online or call us to book a table.
"Please, coupon?",We run seasonal discounts; check our website for current offers.
Could you change my order pls now?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you change my order kahan asap?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Could you event catering?,"Yes, we provide catering—contact sales for a quote."
Hey reserve table please?,You can reserve online or call us to book a table.
Could you book a table — thanks.,You can reserve online or call us to book a table.
"Hello, deliver to my area — thanks.","Yes, we offer home delivery in the local area."
"Hello, wheelchair access — thanks.",Wheelchair access is available; let us know if you need assistance.
"Please, cancel order?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey high chair kindly now?,"Yes, we have a kids menu and high chairs available."
"Hi, cancel order now?","To cancel, please call 0300-1234567 within 5 minutes of placing your order."
Hey catering services?,"Yes, we provide catering—contact sales for a quote."
Can you how to reserve — thanks.,You can reserve online or call us to book a table.
Can you contact info kindly please?,Our phone number is 0300-1234567 and we are in the main city center.
Hey home delivery please?,"Yes, we offer home delivery in the local area."
"Hello, valet parking now?",There is parking available nearby.
"Hi, is parking there — thanks.",There is parking available nearby.
Can you location please?,Our phone number is 0300-1234567 and we are in the main city center.
"Hello, high chair plz now?","Yes, we have a kids menu and high chairs available."
Could you ramps kindly.,Wheelchair access is available; let us know if you need assistance.
Could you cash or card now?,"We accept cash, card, and online wallets."
Can you wheelchair access please?,Wheelchair access is available; let us know if you need assistance.
high chair asap?,"Yes, we have a kids menu and high chairs available."
"Please, high chair.","Yes, we have a kids menu and high chairs available."
menu today please?,"We offer pizza, burgers, pasta, BBQ, and desserts."
Hey wheelchair access kahan ho — thanks.,Wheelchair access is available; let us know if you need assistance.
"Please, when do you open plz.",We are open from 11 AM to 12 AM daily.
Can you online payment?,"We accept cash, card, and online wallets."
"Please, ramps asap?",Wheelchair access is available; let us know if you need assistance.
valet parking location batao now?,There is parking available nearby.
"Hi, catering services batao.","Yes, we provide catering—contact sales for a quote."
"Hello, what are your hours?",We are open from 11 AM to 12 AM daily.
Could you show menu — thanks.,"We offer pizza, burgers, pasta, BBQ, and desserts."
show menu now?,"We offer pizza, burgers, pasta, BBQ, and desserts."
Could you pizza options please?,"We have Chicken Tikka, Fajita, and Cheese Pizza."
Can you is parking there?,There is parking available nearby.
book a table — thanks.,You can reserve online or call us to book a table.
Can you how to reserve asap?,You can reserve online or call us to book a table.
modify order please?,"To cancel, please call 0300-1234567 within 5 minutes of placing your order."
table booking pls.,You can reserve online or call us to book a table.
Hey where are you located asap?,Our phone number is 0300-1234567 and we are in the main city center.
"Hi, high chair.","Yes, we have a kids menu and high chairs available."
